event_id,policy_id,country,policy_name,timeline_year,timeline_lane,policy_type,policy_subtype,risk_level,risk_score,impact_score,relevance_score,timeline_weight,is_stock_constraint,is_future_constraint,catl_risk_dimension,risk_direction,summary_label,hover_text,source_url,url,policy_risk_score_norm
timeline_policy_sweden_fossil_free_energy_sources_research_2025,policy_sweden_fossil_free_energy_sources_research_2025,Sweden,Fossil-Free Energy sources research,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Sweden｜unknown｜中,国家：Sweden<br>政策名称：Fossil-Free Energy sources research<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://vatgas.se/en/2024/10/02/the-budget-bill-2025-focus-on-energy-innovation-and-sustainability/,https://vatgas.se/en/2024/10/02/the-budget-bill-2025-focus-on-energy-innovation-and-sustainability/,https://vatgas.se/en/2024/10/02/the-budget-bill-2025-focus-on-energy-innovation-and-sustainability/,0.4
timeline_policy_korea_supply_chain_stabilization_fund_for_core_minerals_2025,policy_korea_supply_chain_stabilization_fund_for_core_minerals_2025,Korea,Supply Chain Stabilization Fund for Core Minerals,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Korea｜unknown｜中,国家：Korea<br>政策名称：Supply Chain Stabilization Fund for Core Minerals<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.motie.go.kr/kor/article/ATCL3f49a5a8c/170161/view?mno=&pageIndex=1&rowPageC=0&displayAuthor=&searchCategory=0&schClear=on&startDtD=&endDtD=&searchCondition=1&searchKeyword=#,https://www.motie.go.kr/kor/article/ATCL3f49a5a8c/170161/view?mno=&pageIndex=1&rowPageC=0&displayAuthor=&searchCategory=0&schClear=on&startDtD=&endDtD=&searchCondition=1&searchKeyword=#,https://www.motie.go.kr/kor/article/ATCL3f49a5a8c/170161/view?mno=&pageIndex=1&rowPageC=0&displayAuthor=&searchCategory=0&schClear=on&startDtD=&endDtD=&searchCondition=1&searchKeyword=#,0.4
timeline_policy_slovak_republic_esif_programme_slovakia_green_for_enterprises_2025,policy_slovak_republic_esif_programme_slovakia_green_for_enterprises_2025,Slovak Republic,ESIF Programme Slovakia - Green for enterprises,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Slovak Republic｜unknown｜中,国家：Slovak Republic<br>政策名称：ESIF Programme Slovakia - Green for enterprises<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.siea.sk/narodny-projekt-zelena-podnikom-prinesie-na-zelene-riesenia-665-mil-eur/,https://www.siea.sk/narodny-projekt-zelena-podnikom-prinesie-na-zelene-riesenia-665-mil-eur/,https://www.siea.sk/narodny-projekt-zelena-podnikom-prinesie-na-zelene-riesenia-665-mil-eur/,0.4
timeline_policy_india_reduced_goods_and_services_rate_2025,policy_india_reduced_goods_and_services_rate_2025,India,Reduced Goods and Services Rate,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,India｜unknown｜中,国家：India<br>政策名称：Reduced Goods and Services Rate<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.team-bhp.com/news/govt-panel-recommends-5-gst-green-hydrogen-batteries,https://www.team-bhp.com/news/govt-panel-recommends-5-gst-green-hydrogen-batteries,https://www.team-bhp.com/news/govt-panel-recommends-5-gst-green-hydrogen-batteries,0.4
timeline_policy_new_zealand_regulatory_proposals_for_geologic_hydrogen_2025,policy_new_zealand_regulatory_proposals_for_geologic_hydrogen_2025,New Zealand,Regulatory proposals for geologic hydrogen,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,New Zealand｜unknown｜中,国家：New Zealand<br>政策名称：Regulatory proposals for geologic hydrogen<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.mbie.govt.nz/have-your-say/regulatory-proposals-for-natural-and-orange-hydrogen-development,https://www.mbie.govt.nz/have-your-say/regulatory-proposals-for-natural-and-orange-hydrogen-development,https://www.mbie.govt.nz/have-your-say/regulatory-proposals-for-natural-and-orange-hydrogen-development,0.4
timeline_policy_cote_d_ivoire_climate_change_law_2025,policy_cote_d_ivoire_climate_change_law_2025,Cote D'ivoire,Climate Change Law,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Cote D'ivoire｜unknown｜中,国家：Cote D'ivoire<br>政策名称：Climate Change Law<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.arc.int/gender-drmp/IMG/pdf/loi_changement_climatique_cote_divoire_2025.pdf,https://www.arc.int/gender-drmp/IMG/pdf/loi_changement_climatique_cote_divoire_2025.pdf,https://www.arc.int/gender-drmp/IMG/pdf/loi_changement_climatique_cote_divoire_2025.pdf,0.4
timeline_policy_nigeria_national_public_sector_solarisation_initiative_npssi_2025,policy_nigeria_national_public_sector_solarisation_initiative_npssi_2025,Nigeria,National Public Sector Solarisation Initiative (NPSSI),2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Nigeria｜unknown｜中,国家：Nigeria<br>政策名称：National Public Sector Solarisation Initiative (NPSSI)<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.rea.gov.ng/rea-newsletter-august-2025.pdf,https://www.rea.gov.ng/rea-newsletter-august-2025.pdf,https://www.rea.gov.ng/rea-newsletter-august-2025.pdf,0.4
timeline_policy_south_africa_south_african_renewable_energy_masterplan_2025,policy_south_africa_south_african_renewable_energy_masterplan_2025,South Africa,South African Renewable Energy Masterplan,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,South Africa｜unknown｜中,国家：South Africa<br>政策名称：South African Renewable Energy Masterplan<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.gov.za/sites/default/files/gcis_document/202506/south-african-renewable-energy-masterplan.pdf,https://www.gov.za/sites/default/files/gcis_document/202506/south-african-renewable-energy-masterplan.pdf,https://www.gov.za/sites/default/files/gcis_document/202506/south-african-renewable-energy-masterplan.pdf,0.4
timeline_policy_czech_republic_programme_to_support_strategic_investments_2025_2033_2025,policy_czech_republic_programme_to_support_strategic_investments_2025_2033_2025,Czech Republic,Programme to support strategic investments 2025-2033,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Czech Republic｜unknown｜中,国家：Czech Republic<br>政策名称：Programme to support strategic investments 2025-2033<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://mpo.gov.cz/cz/rozcestnik/pro-media/tiskove-zpravy/vlada-schvalila-novy-program-na-podporu-strategickych-investic--pomuze-nejen-s-transformaci-prumyslu--285229/,https://mpo.gov.cz/cz/rozcestnik/pro-media/tiskove-zpravy/vlada-schvalila-novy-program-na-podporu-strategickych-investic--pomuze-nejen-s-transformaci-prumyslu--285229/,https://mpo.gov.cz/cz/rozcestnik/pro-media/tiskove-zpravy/vlada-schvalila-novy-program-na-podporu-strategickych-investic--pomuze-nejen-s-transformaci-prumyslu--285229/,0.4
timeline_policy_france_aap_decarb_flash_2025,policy_france_aap_decarb_flash_2025,France,AAP DECARB FLASH,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,France｜unknown｜中,国家：France<br>政策名称：AAP DECARB FLASH<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/catalogue/aap/decarb-flash-2025-2027,https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/catalogue/aap/decarb-flash-2025-2027,https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/catalogue/aap/decarb-flash-2025-2027,0.4
timeline_policy_malta_malta_updated_national_energy_and_climate_plan_2025,policy_malta_malta_updated_national_energy_and_climate_plan_2025,Malta,Malta updated National Energy and Climate Plan,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Malta｜unknown｜中,国家：Malta<br>政策名称：Malta updated National Energy and Climate Plan<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://commission.europa.eu/document/download/fa771c65-e790-4e83-a373-5449283bac3c_en?filename=MT%20%E2%80%93%20FINAL%20UPDATED%20NECP%202021-%202030%20%28English%29.pdf,https://commission.europa.eu/document/download/fa771c65-e790-4e83-a373-5449283bac3c_en?filename=MT%20%E2%80%93%20FINAL%20UPDATED%20NECP%202021-%202030%20%28English%29.pdf,https://commission.europa.eu/document/download/fa771c65-e790-4e83-a373-5449283bac3c_en?filename=MT%20%E2%80%93%20FINAL%20UPDATED%20NECP%202021-%202030%20%28English%29.pdf,0.4
timeline_policy_ireland_strategic_gas_emergency_reserve_fsru_2025,policy_ireland_strategic_gas_emergency_reserve_fsru_2025,Ireland,Strategic Gas Emergency Reserve (FSRU),2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Ireland｜unknown｜中,国家：Ireland<br>政策名称：Strategic Gas Emergency Reserve (FSRU)<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/government-approves-development-of-state-led-strategic-gas-emergency-reserve/,https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/government-approves-development-of-state-led-strategic-gas-emergency-reserve/,https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/government-approves-development-of-state-led-strategic-gas-emergency-reserve/,0.4
timeline_policy_malta_schemes_to_support_renewable_energy_projects_by_households_2025,policy_malta_schemes_to_support_renewable_energy_projects_by_households_2025,Malta,Schemes to support renewable energy projects by households,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,Malta｜unknown｜中,国家：Malta<br>政策名称：Schemes to support renewable energy projects by households<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2025/02/24/pr250313en.aspx,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2025/02/24/pr250313en.aspx,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2025/02/24/pr250313en.aspx,0.4
timeline_policy_india_national_programme_on_advanced_chemistry_cell_acc_battery_storage_2025,policy_india_national_programme_on_advanced_chemistry_cell_acc_battery_storage_2025,India,National Programme on Advanced Chemistry Cell (ACC) Battery Storage,2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,India｜unknown｜中,国家：India<br>政策名称：National Programme on Advanced Chemistry Cell (ACC) Battery Storage<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2112233&reg=3&lang=2,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2112233&reg=3&lang=2,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2112233&reg=3&lang=2,0.4
timeline_policy_india_assistance_in_deploying_energy_efficient_technologies_in_industries_establishments_adeetie_2025,policy_india_assistance_in_deploying_energy_efficient_technologies_in_industries_establishments_adeetie_2025,India,Assistance in Deploying Energy Efficient Technologies in Industries & Establishments (ADEETIE),2025,其他政策约束,unknown,unknown,中,0.4,0.4,0.35,0.39,False,False,policy_compliance,neutral,India｜unknown｜中,国家：India<br>政策名称：Assistance in Deploying Energy Efficient Technologies in Industries & Establishments (ADEETIE)<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.40<br>影响维度：policy_compliance<br>来源：https://www.pib.gov.in/PressReleasePage.aspx?PRID=2144822&reg=3&lang=2,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2144822&reg=3&lang=2,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2144822&reg=3&lang=2,0.4
timeline_policy_azerbaijan_national_hydrogen_strategic_outlook_2025,policy_azerbaijan_national_hydrogen_strategic_outlook_2025,Azerbaijan,National Hydrogen Strategic Outlook,2025,战略规划与产业支持,strategic_plan,unknown,低,0.3,0.45,0.35,0.362,False,False,policy_compliance,supportive,Azerbaijan｜strategic_plan｜低,国家：Azerbaijan<br>政策名称：National Hydrogen Strategic Outlook<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.30<br>影响维度：policy_compliance<br>来源：https://enerjiportali.az/wp-content/uploads/2025/02/Azerbaijan-National-Hydrogen-Strategic-Outlook-Rev_14.02.2025.pdf,https://enerjiportali.az/wp-content/uploads/2025/02/Azerbaijan-National-Hydrogen-Strategic-Outlook-Rev_14.02.2025.pdf,https://enerjiportali.az/wp-content/uploads/2025/02/Azerbaijan-National-Hydrogen-Strategic-Outlook-Rev_14.02.2025.pdf,0.3
timeline_policy_estonia_2025_economic_competitiveness_and_industry_support_action_plan_2025,policy_estonia_2025_economic_competitiveness_and_industry_support_action_plan_2025,Estonia,2025 Economic Competitiveness and Industry Support Action Plan,2025,战略规划与产业支持,strategic_plan,unknown,低,0.3,0.45,0.35,0.358,False,False,policy_compliance,supportive,Estonia｜strategic_plan｜低,国家：Estonia<br>政策名称：2025 Economic Competitiveness and Industry Support Action Plan<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.30<br>影响维度：policy_compliance<br>来源：https://mkm.ee/majanduskasvuplaan2025#36-kinnitame-ja-vii,https://mkm.ee/majanduskasvuplaan2025#36-kinnitame-ja-vii,https://mkm.ee/majanduskasvuplaan2025#36-kinnitame-ja-vii,0.3
